request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_208,3081358.97,affordable_with_plan,partial_payment,2024-06-07:3081358.97|2024-06-15:1331641.03,2024-06-15,none,"Pay IDR 3,081,358.97 today and the remaining IDR 1,331,641.03 on 15 June 2024. This completes the full request and keeps the IDR 10,470,700 minimum protected."
request_209,1699.16,not_affordable,not_recommended,none,,none,"Do not make this payment by 25 November 2025. None of the available options keeps the ZAR 18,400 minimum protected."
request_210,991.06,affordable_with_plan,partial_payment,2026-04-06:991.06|2026-04-15:368.96,2026-04-15,none,"Pay USD 991.06 today and the remaining USD 368.96 on 15 April 2026. This completes the full request and keeps the USD 2,000 minimum protected."
request_211,260.65,affordable_with_plan,partial_payment,2024-09-03:260.65|2024-11-15:1527.95,2024-11-15,none,"Pay EUR 260.65 today and the remaining EUR 1,527.95 on 15 November 2024. This completes the full request and keeps the EUR 1,500 minimum protected."
request_212,4066284.08,not_affordable,not_recommended,none,,none,"Do not make this payment by 28 February 2025. None of the available options keeps the IDR 29,579,800 minimum protected."
request_213,3114.17,affordable_with_plan,full_payment,2026-01-07:3362.40,2026-01-07,stop:event_19548|stop:event_19549|reduce_to:event_19550:34.80,"Stop the cloud storage and Stop the streaming and Reduce the shopping to USD 34.80, then pay USD 3,362.40 today. This leaves at least USD 2,232.83 available."
request_214,46396.64,affordable_with_plan,partial_payment,2024-12-04:46396.64|2024-12-15:23353.36,2024-12-15,none,"Pay INR 46,396.64 today and the remaining INR 23,353.36 on 15 December 2024. This completes the full request and keeps the INR 174,900 minimum protected."
request_215,29986.0,affordable_now,full_payment,2025-05-06:29986,2025-05-06,none,"Pay ZAR 29,986 today. This leaves at least ZAR 55,341.32 available over the next 90 days."
request_216,490.86,affordable_with_plan,installments,2026-07-17:211.05|2026-08-17:211.05|2026-09-17:211.05|2026-10-17:211.05|2026-11-17:211.05|2026-12-17:211.05|2027-01-17:211.05|2027-02-17:211.05|2027-03-17:211.05|2027-04-17:211.05|2027-05-17:211.05|2027-06-17:211.05|2027-07-17:211.05|2027-08-17:211.05|2027-09-17:211.05|2027-10-17:211.05|2027-11-17:211.05|2027-12-17:211.05,2026-09-15,none,"Use 18 installments of USD 211.05, starting 17 July 2026. This leaves at least USD 2,290.86 available."
request_217,19540.55,affordable_with_plan,partial_payment,2024-03-05:19540.55|2024-05-15:17639.45,2024-05-15,none,"Pay ZAR 19,540.55 today and the remaining ZAR 17,639.45 on 15 May 2024. This completes the full request and keeps the ZAR 26,800 minimum protected."
request_218,26414417.02,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-07:21195893.33|2025-10-07:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 07 August 2025. This leaves at least IDR 39,695,723.69 available."
request_219,708.13,affordable_with_plan,partial_payment,2026-04-04:708.13|2026-05-15:964.97,2026-05-15,none,"Pay EUR 708.13 today and the remaining EUR 964.97 on 15 May 2026. This completes the full request and keeps the EUR 1,100 minimum protected."
request_220,69.36,affordable_with_plan,installments,2024-06-20:175.23|2024-07-20:175.23|2024-08-20:175.23|2024-09-20:175.23|2024-10-20:175.23|2024-11-20:175.23|2024-12-20:175.23|2025-01-20:175.23|2025-02-20:175.23|2025-03-20:175.23|2025-04-20:175.23|2025-05-20:175.23|2025-06-20:175.23|2025-07-20:175.23|2025-08-20:175.23|2025-09-20:175.23|2025-10-20:175.23|2025-11-20:175.23|2025-12-20:175.23|2026-01-20:175.23|2026-02-20:175.23,2024-06-06,none,"Use 21 installments of EUR 175.23, starting 20 June 2024. This leaves at least EUR 1,169.36 available."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 106,657.76 available over the next 90 days."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 80,740.86 available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 995.94 available over the next 90 days.
request_224,9858939.43,affordable_with_plan,full_payment,2025-02-04:10327000,2025-02-04,stop:event_20546|stop:event_20547,"Stop the music subscription and Stop the delivery membership, then pay IDR 10,327,000 today. This leaves at least IDR 22,661,939.43 available."
request_225,9562372.03,affordable_with_plan,partial_payment,2026-07-06:9562372.03|2026-09-15:12496627.97,2026-09-15,none,"Pay IDR 9,562,372.03 today and the remaining IDR 12,496,627.97 on 15 September 2026. This completes the full request and keeps the IDR 17,670,700 minimum protected."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 236,440.46 available over the next 90 days."
request_227,7284.78,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 June 2025. None of the available options keeps the INR 62,900 minimum protected."
request_228,1557941.3,affordable_with_plan,installments,2026-04-21:4010710|2026-05-21:4010710|2026-06-21:4010710|2026-07-21:4010710|2026-08-21:4010710|2026-09-21:4010710|2026-10-21:4010710|2026-11-21:4010710|2026-12-21:4010710|2027-01-21:4010710|2027-02-21:4010710|2027-03-21:4010710|2027-04-21:4010710|2027-05-21:4010710|2027-06-21:4010710|2027-07-21:4010710|2027-08-21:4010710|2027-09-21:4010710,2026-04-07,none,"Use 18 installments of IDR 4,010,710, starting 21 April 2026. This leaves at least IDR 27,749,141.30 available."
request_229,437.12,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-18:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This leaves at least EUR 1,066.19 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,532.98 available over the next 90 days."
request_231,31732.67,affordable_with_plan,partial_payment,2026-01-03:31732.67|2026-01-15:3973.33,2026-01-15,none,"Pay ZAR 31,732.67 today and the remaining ZAR 3,973.33 on 15 January 2026. This completes the full request and keeps the ZAR 24,300 minimum protected."
request_232,579.67,affordable_with_plan,installments,2024-06-19:110.70|2024-07-19:110.70|2024-08-19:110.70|2024-09-19:110.70|2024-10-19:110.70|2024-11-19:110.70|2024-12-19:110.70|2025-01-19:110.70|2025-02-19:110.70|2025-03-19:110.70|2025-04-19:110.70|2025-05-19:110.70|2025-06-19:110.70|2025-07-19:110.70|2025-08-19:110.70|2025-09-19:110.70|2025-10-19:110.70|2025-11-19:110.70|2025-12-19:110.70|2026-01-19:110.70|2026-02-19:110.70,2024-06-05,none,"Use 21 installments of EUR 110.70, starting 19 June 2024. This leaves at least EUR 2,758.27 available."
request_233,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 December 2025. None of the available options keeps the IDR 10,365,700 minimum protected."
request_234,183.76,affordable_with_plan,installments,2026-07-07:76.84|2026-08-07:76.84|2026-09-07:76.84|2026-10-07:76.84|2026-11-07:76.84|2026-12-07:76.84|2027-01-07:76.84|2027-02-07:76.84|2027-03-07:76.84|2027-04-07:76.84|2027-05-07:76.84|2027-06-07:76.84|2027-07-07:76.84|2027-08-07:76.84|2027-09-07:76.84|2027-10-07:76.84|2027-11-07:76.84|2027-12-07:76.84,2026-09-15,none,"Use 18 installments of EUR 76.84, starting 07 July 2026. This leaves at least EUR 806.92 available."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 889.61 available over the next 90 days.
request_236,5848884.14,affordable_with_plan,installments,2025-02-17:3841420|2025-03-17:3841420|2025-04-17:3841420|2025-05-17:3841420|2025-06-17:3841420|2025-07-17:3841420|2025-08-17:3841420|2025-09-17:3841420|2025-10-17:3841420|2025-11-17:3841420|2025-12-17:3841420|2026-01-17:3841420|2026-02-17:3841420|2026-03-17:3841420|2026-04-17:3841420,2025-02-03,none,"Use 15 installments of IDR 3,841,420, starting 17 February 2025. This leaves at least IDR 22,617,484.14 available."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 24,381,122.31 available over the next 90 days."
request_238,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 16 February 2025. None of the available options keeps the USD 700 minimum protected.
request_239,642.0,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 655.60 available over the next 90 days.
request_240,13734.4,affordable_with_plan,installments,2026-01-20:6409.33|2026-02-20:6409.33|2026-03-20:6409.33|2026-04-20:6409.33|2026-05-20:6409.33|2026-06-20:6409.33|2026-07-20:6409.33|2026-08-20:6409.33|2026-09-20:6409.33|2026-10-20:6409.33|2026-11-20:6409.33|2026-12-20:6409.33|2027-01-20:6409.33|2027-02-20:6409.33|2027-03-20:6409.33|2027-04-20:6409.33|2027-05-20:6409.33|2027-06-20:6409.33,2026-01-06,none,"Use 18 installments of INR 6,409.33, starting 20 January 2026. This leaves at least INR 60,490.31 available."
request_241,21052000.0,affordable_now,full_payment,2024-03-03:21052000,2024-03-03,none,"Pay IDR 21,052,000 today. This leaves at least IDR 21,569,972.44 available over the next 90 days."
request_242,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 25 August 2025. None of the available options keeps the EUR 600 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 23,948.13 available over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 56,767.38 available over the next 90 days."
request_245,24133.41,affordable_with_plan,installments,2025-11-06:9423.33|2025-12-06:9423.33|2026-01-06:9423.33|2026-02-06:9423.33|2026-03-06:9423.33|2026-04-06:9423.33|2026-05-06:9423.33|2026-06-06:9423.33|2026-07-06:9423.33|2026-08-06:9423.33|2026-09-06:9423.33|2026-10-06:9423.33|2026-11-06:9423.33|2026-12-06:9423.33|2027-01-06:9423.33,2026-01-15,none,"Use 15 installments of INR 9,423.33, starting 06 November 2025. This leaves at least INR 109,310.08 available."
request_246,64086.0,affordable_now,full_payment,2026-04-03:64086,2026-04-03,none,"Pay ZAR 64,086 today. This leaves at least ZAR 51,384.04 available over the next 90 days."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,359.56 available over the next 90 days."
request_248,935.62,affordable_with_plan,partial_payment,2025-02-07:935.62|2025-04-15:1029.98,2025-04-15,none,"Pay USD 935.62 today and the remaining USD 1,029.98 on 15 April 2025. This completes the full request and keeps the USD 1,300 minimum protected."
request_249,142.42,affordable_with_plan,installments,2026-01-04:40.74|2026-02-04:40.74|2026-03-04:40.74|2026-04-04:40.74|2026-05-04:40.74|2026-06-04:40.74|2026-07-04:40.74|2026-08-04:40.74|2026-09-04:40.74|2026-10-04:40.74|2026-11-04:40.74|2026-12-04:40.74|2027-01-04:40.74|2027-02-04:40.74|2027-03-04:40.74|2027-04-04:40.74|2027-05-04:40.74|2027-06-04:40.74,2026-03-15,none,"Use 18 installments of USD 40.74, starting 04 January 2026. This leaves at least USD 701.68 available."
request_250,15463.05,affordable_with_plan,installments,2024-12-09:6983.24|2025-01-09:6983.24|2025-02-09:6983.24|2025-03-09:6983.24|2025-04-09:6983.24|2025-05-09:6983.24|2025-06-09:6983.24|2025-07-09:6983.24|2025-08-09:6983.24|2025-09-09:6983.24|2025-10-09:6983.24|2025-11-09:6983.24|2025-12-09:6983.24|2026-01-09:6983.24|2026-02-09:6983.24|2026-03-09:6983.24|2026-04-09:6983.24|2026-05-09:6983.24|2026-06-09:6983.24|2026-07-09:6983.24|2026-08-09:6983.24,2024-12-06,none,"Use 21 installments of ZAR 6,983.24, starting 09 December 2024. This leaves at least ZAR 43,779.81 available."
request_251,1513.6,affordable_now,full_payment,2025-05-03:1513.60,2025-05-03,none,"Pay EUR 1,513.60 today. This leaves at least EUR 2,503.58 available over the next 90 days."
request_252,3779558.78,affordable_with_plan,installments,2026-07-19:1778526.67|2026-08-19:1778526.67|2026-09-19:1778526.67|2026-10-19:1778526.67|2026-11-19:1778526.67|2026-12-19:1778526.67|2027-01-19:1778526.67|2027-02-19:1778526.67|2027-03-19:1778526.67|2027-04-19:1778526.67|2027-05-19:1778526.67|2027-06-19:1778526.67|2027-07-19:1778526.67|2027-08-19:1778526.67|2027-09-19:1778526.67|2027-10-19:1778526.67|2027-11-19:1778526.67|2027-12-19:1778526.67,2026-09-15,none,"Use 18 installments of IDR 1,778,526.67, starting 19 July 2026. This leaves at least IDR 18,931,758.78 available."
request_253,1372.14,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-21:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024. This leaves at least EUR 2,455.77 available."
request_254,637.98,affordable_with_plan,partial_payment,2025-08-04:637.98|2025-10-15:2897.22,2025-10-15,none,"Pay USD 637.98 today and the remaining USD 2,897.22 on 15 October 2025. This completes the full request and keeps the USD 2,500 minimum protected."
request_255,2723531.13,affordable_with_plan,installments,2026-04-13:192337.50|2026-05-13:192337.50|2026-06-13:192337.50|2026-07-13:192337.50|2026-08-13:192337.50|2026-09-13:192337.50|2026-10-13:192337.50|2026-11-13:192337.50|2026-12-13:192337.50|2027-01-13:192337.50|2027-02-13:192337.50|2027-03-13:192337.50|2027-04-13:192337.50|2027-05-13:192337.50|2027-06-13:192337.50|2027-07-13:192337.50|2027-08-13:192337.50|2027-09-13:192337.50,2026-04-06,none,"Use 18 installments of IDR 192,337.50, starting 13 April 2026. This leaves at least IDR 11,960,418.63 available."
request_256,153479.79,affordable_with_plan,installments,2024-06-10:75816|2024-07-10:75816|2024-08-10:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 189,817.89 available."
request_257,370.89,affordable_with_plan,installments,2025-11-05:99.18|2025-12-05:99.18|2026-01-05:99.18|2026-02-05:99.18|2026-03-05:99.18|2026-04-05:99.18|2026-05-05:99.18|2026-06-05:99.18|2026-07-05:99.18|2026-08-05:99.18|2026-09-05:99.18|2026-10-05:99.18|2026-11-05:99.18|2026-12-05:99.18|2027-01-05:99.18,2026-01-15,none,"Use 15 installments of USD 99.18, starting 05 November 2025. This leaves at least USD 1,871.71 available."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 828.09 available over the next 90 days."
request_259,252.13,affordable_with_plan,installments,2024-09-11:52.54|2024-10-11:52.54|2024-11-11:52.54|2024-12-11:52.54|2025-01-11:52.54|2025-02-11:52.54|2025-03-11:52.54|2025-04-11:52.54|2025-05-11:52.54|2025-06-11:52.54|2025-07-11:52.54|2025-08-11:52.54|2025-09-11:52.54|2025-10-11:52.54|2025-11-11:52.54|2025-12-11:52.54|2026-01-11:52.54|2026-02-11:52.54|2026-03-11:52.54|2026-04-11:52.54|2026-05-11:52.54,2024-11-15,none,"Use 21 installments of EUR 52.54, starting 11 September 2024. This leaves at least EUR 799.59 available."
request_260,6895611.68,affordable_with_plan,installments,2025-02-20:3819126.67|2025-03-20:3819126.67|2025-04-20:3819126.67|2025-05-20:3819126.67|2025-06-20:3819126.67|2025-07-20:3819126.67|2025-08-20:3819126.67|2025-09-20:3819126.67|2025-10-20:3819126.67|2025-11-20:3819126.67|2025-12-20:3819126.67|2026-01-20:3819126.67|2026-02-20:3819126.67|2026-03-20:3819126.67|2026-04-20:3819126.67,2025-02-06,none,"Use 15 installments of IDR 3,819,126.67, starting 20 February 2025. This leaves at least IDR 27,623,311.68 available."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,780.17 available over the next 90 days."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,578,997.18 available over the next 90 days."
request_263,7790.12,affordable_with_plan,installments,2025-05-14:3780.04|2025-06-14:3780.04|2025-07-14:3780.04|2025-08-14:3780.04|2025-09-14:3780.04|2025-10-14:3780.04|2025-11-14:3780.04|2025-12-14:3780.04|2026-01-14:3780.04|2026-02-14:3780.04|2026-03-14:3780.04|2026-04-14:3780.04|2026-05-14:3780.04|2026-06-14:3780.04|2026-07-14:3780.04,2025-05-07,none,"Use 15 installments of ZAR 3,780.04, starting 14 May 2025. This leaves at least ZAR 28,110.08 available."
request_264,23057.22,affordable_with_plan,installments,2026-04-18:7049|2026-05-18:7049|2026-06-18:7049|2026-07-18:7049|2026-08-18:7049|2026-09-18:7049|2026-10-18:7049|2026-11-18:7049|2026-12-18:7049|2027-01-18:7049|2027-02-18:7049|2027-03-18:7049|2027-04-18:7049|2027-05-18:7049|2027-06-18:7049|2027-07-18:7049|2027-08-18:7049|2027-09-18:7049,2026-06-15,none,"Use 18 installments of INR 7,049, starting 18 April 2026. This leaves at least INR 82,557.22 available."
request_265,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 March 2024. None of the available options keeps the INR 189,700 minimum protected."
request_266,769.52,affordable_with_plan,installments,2025-08-03:324.13|2025-09-03:324.13|2025-10-03:324.13,2025-09-15,none,"Use 3 installments of EUR 324.13, starting 03 August 2025. This leaves at least EUR 918.19 available."
request_267,1680.67,affordable_with_plan,partial_payment,2026-01-05:1680.67|2026-01-15:244.33,2026-01-15,none,"Pay EUR 1,680.67 today and the remaining EUR 244.33 on 15 January 2026. This completes the full request and keeps the EUR 1,500 minimum protected."
request_268,1036.61,affordable_with_plan,installments,2024-06-14:841.22|2024-07-14:841.22|2024-08-14:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,486.29 available."
request_269,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 02 January 2026. None of the available options keeps the ZAR 23,100 minimum protected."
request_270,95.5,affordable_with_plan,installments,2026-07-20:153.96|2026-08-20:153.96|2026-09-20:153.96|2026-10-20:153.96|2026-11-20:153.96|2026-12-20:153.96|2027-01-20:153.96|2027-02-20:153.96|2027-03-20:153.96|2027-04-20:153.96|2027-05-20:153.96|2027-06-20:153.96|2027-07-20:153.96|2027-08-20:153.96|2027-09-20:153.96|2027-10-20:153.96|2027-11-20:153.96|2027-12-20:153.96|2028-01-20:153.96|2028-02-20:153.96|2028-03-20:153.96|2028-04-20:153.96|2028-05-20:153.96|2028-06-20:153.96,2026-07-06,none,"Use 24 installments of USD 153.96, starting 20 July 2026. This leaves at least USD 1,495.50 available."
request_271,14104.09,affordable_with_plan,installments,2024-09-10:5130.19|2024-10-10:5130.19|2024-11-10:5130.19|2024-12-10:5130.19|2025-01-10:5130.19|2025-02-10:5130.19|2025-03-10:5130.19|2025-04-10:5130.19|2025-05-10:5130.19|2025-06-10:5130.19|2025-07-10:5130.19|2025-08-10:5130.19|2025-09-10:5130.19|2025-10-10:5130.19|2025-11-10:5130.19|2025-12-10:5130.19|2026-01-10:5130.19|2026-02-10:5130.19|2026-03-10:5130.19|2026-04-10:5130.19|2026-05-10:5130.19,2024-11-15,none,"Use 21 installments of INR 5,130.19, starting 10 September 2024. This leaves at least INR 67,173.90 available."
request_272,5409583.4,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-12:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 8,208,716.73 available."
request_273,9614823.95,affordable_with_plan,partial_payment,2026-04-07:9614823.95|2026-04-15:6246176.05,2026-04-15,none,"Pay IDR 9,614,823.95 today and the remaining IDR 6,246,176.05 on 15 April 2026. This completes the full request and keeps the IDR 18,774,600 minimum protected."
request_274,2199.6,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Use 3 installments of EUR 940.75, starting 04 December 2024. This leaves at least EUR 2,236.59 available."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 15,318,337.46 available over the next 90 days."
